TAX CLASS AT PRESENT,ZIP CODE,SALE PRICE,SALE DATE
2,11209.0,350000,2020-11-12
2,11209.0,493000,2020-07-17
2,11209.0,390000,2020-08-12
2,11209.0,300000,2020-04-22
2,11209.0,351500,2021-03-23
2,11209.0,330000,2021-03-30
2,11209.0,342500,2020-11-10
2,11209.0,340000,2020-10-22
2,11209.0,253800,2020-07-28
2,11209.0,230000,2020-10-21
2,11209.0,299000,2020-05-29
2,11220.0,651680,2020-07-09
2,11220.0,800000,2020-11-18
2,11209.0,1159000,2020-06-01
2,11209.0,1200000,2020-08-12
2,11220.0,524399,2020-10-09
2,11209.0,845000,2020-04-14
2,11209.0,799000,2021-03-11
2,11209.0,885000,2020-07-01
2,11209.0,896060,2021-03-22
2,11209.0,935000,2021-03-24
2,11209.0,785000,2020-04-13
2,11209.0,788000,2021-01-07
2,11209.0,860000,2021-03-12
2,11209.0,870000,2021-01-19
2,11209.0,825000,2020-10-09
2,11209.0,946973,2020-06-17
2,11209.0,980000,2020-11-23
2,11209.0,1578288,2020-06-16
2,11209.0,415000,2020-08-13
2,11209.0,1025000,2020-07-09
2,11209.0,520000,2020-11-23
2,11209.0,1069000,2020-10-05
2,11209.0,490000,2020-08-18
2,11209.0,1380000,2020-08-12
2,11209.0,1900000,2020-11-23
2,11209.0,350000,2020-12-18
2,11209.0,880000,2021-02-05
2,11209.0,845000,2021-02-03
2,11209.0,925000,2020-04-23
2,11209.0,450000,2020-10-21
2,11209.0,585000,2020-06-12
2A,11220.0,998000,2021-01-25
2A,11209.0,1850000,2020-09-23
2B,11209.0,2275000,2021-03-18
2B,11209.0,4100000,2021-03-11
2C,11220.0,530000,2020-11-09
2C,11228.0,665000,2020-05-26
2C,11228.0,617500,2020-10-27
2,11209.0,530000,2020-05-28
2,11209.0,550000,2020-11-16
2,11209.0,440000,2021-02-12
4,11209.0,24030000,2020-12-23
4,11209.0,8190000,2020-12-23
4,11209.0,8190000,2020-12-23
4,11220.0,1400000,2021-01-21
4,11209.0,7800000,2020-12-31
4,11228.0,1275000,2021-01-08
4,11209.0,14125000,2020-11-13
4,11209.0,4702500,2020-11-13
4,11209.0,9547500,2020-11-13
4,11209.0,975000,2020-10-09
4,11209.0,1900000,2020-12-29
4,11220.0,3200000,2020-10-02
4,11220.0,1049400,2020-10-09
4,11220.0,10500000,2020-05-06
4,11209.0,2500000,2020-10-28
4,11209.0,2500000,2020-10-28
4,11209.0,1483308,2020-10-30
4,11220.0,780000,2021-01-15
4,11220.0,780000,2021-01-15
4,11220.0,100000,2020-06-04
4,11220.0,50000,2020-06-30
4,11220.0,100000,2020-06-04
4,11220.0,50912,2020-06-01
4,11220.0,651680,2020-07-09
4,11220.0,651680,2020-07-09
4,11209.0,980000,2021-02-22
4,11209.0,935000,2020-11-05
4,11209.0,20000,2021-03-24
4,11209.0,896060,2021-03-22
4,11209.0,860000,2021-03-12
4,11209.0,1578288,2020-06-16
4,11209.0,870000,2021-01-19
4,11209.0,980000,2020-11-23
4,11209.0,1025000,2020-07-09
4,11209.0,1069000,2020-10-05
4,11209.0,1380000,2020-08-12
4,11209.0,520000,2020-11-23
4,11209.0,693000,2020-10-29
4,11209.0,585000,2020-10-29
4,11209.0,548000,2020-12-31
4,11209.0,768000,2021-02-23
4,11209.0,40000,2020-09-25
4,11209.0,845000,2021-02-03
4,11209.0,350000,2020-12-18
4,11209.0,880000,2021-02-05
4,11209.0,585000,2020-06-12
4,11219.0,7600000,2020-11-03
1,11221.0,715000,2020-12-01
1,11221.0,800000,2020-10-16
1,11221.0,1250000,2020-11-23
1,11221.0,2425000,2020-11-20
1,11221.0,1050000,2020-12-16
1,11233.0,1280000,2021-02-22
1,11213.0,1470000,2021-01-05
1,11213.0,910000,2020-10-14
1,11213.0,999000,2020-04-24
1,11213.0,734400,2020-08-28
1,11213.0,925000,2020-12-16
1,11213.0,790000,2020-07-16
1,11213.0,775000,2020-04-30
1,11213.0,600000,2021-03-15
1,11206.0,1175000,2020-07-23
1,11216.0,850000,2020-10-29
1,11221.0,985000,2020-10-07
1,11221.0,625000,2020-04-30
